"","tweet number","date","word"
"4715",4715,"Nov 7","date"
"4716",4716,"Nov 7","we"
"4717",4717,"Nov 7","are"
"4718",4718,"Nov 7","pleased"
"4719",4719,"Nov 7","to"
"4720",4720,"Nov 7","announce"
"4721",4721,"Nov 7","that"
"4722",4722,"Nov 7","matthew"
"4723",4723,"Nov 7","g"
"4724",4724,"Nov 7","whitaker"
"4725",4725,"Nov 7","chief"
"4726",4726,"Nov 7","of"
"4727",4727,"Nov 7","staff"
"4728",4728,"Nov 7","to"
"4729",4729,"Nov 7","attorney"
"4730",4730,"Nov 7","general"
"4731",4731,"Nov 7","jeff"
"4732",4732,"Nov 7","sessions"
"4733",4733,"Nov 7","at"
"4734",4734,"Nov 7","the"
"4735",4735,"Nov 7","department"
"4736",4736,"Nov 7","of"
"4737",4737,"Nov 7","justice"
"4738",4738,"Nov 7","will"
"4739",4739,"Nov 7","become"
"4740",4740,"Nov 7","our"
"4741",4741,"Nov 7","new"
"4742",4742,"Nov 7","acting"
"4743",4743,"Nov 7","attorney"
"4744",4744,"Nov 7","general"
"4745",4745,"Nov 7","of"
"4746",4746,"Nov 7","the"
"4747",4747,"Nov 7","united"
"4748",4748,"Nov 7","states"
"4749",4749,"Nov 7","he"
"4750",4750,"Nov 7","will"
"4751",4751,"Nov 7","serve"
"4752",4752,"Nov 7","our"
"4753",4753,"Nov 7","country"
"4754",4754,"Nov 7","well"
"4755",4755,"Nov 7","according"
"4756",4756,"Nov 7","to"
"4757",4757,"Nov 7","nbc"
"4758",4758,"Nov 7","news"
"4759",4759,"Nov 7","voters"
"4760",4760,"Nov 7","nationwide"
"4761",4761,"Nov 7","disapprove"
"4762",4762,"Nov 7","of"
"4763",4763,"Nov 7","the"
"4764",4764,"Nov 7","so"
"4765",4765,"Nov 7","called"
"4766",4766,"Nov 7","mueller"
"4767",4767,"Nov 7","investigation"
"4768",4768,"Nov 7","46"
"4769",4769,"Nov 7","more"
"4770",4770,"Nov 7","than"
"4771",4771,"Nov 7","they"
"4772",4772,"Nov 7","approve"
"4773",4773,"Nov 7","41"
"4774",4774,"Nov 7","you"
"4775",4775,"Nov 7","mean"
"4776",4776,"Nov 7","they"
"4777",4777,"Nov 7","are"
"4778",4778,"Nov 7","finally"
"4779",4779,"Nov 7","beginning"
"4780",4780,"Nov 7","to"
"4781",4781,"Nov 7","understand"
"4782",4782,"Nov 7","what"
"4783",4783,"Nov 7","a"
"4784",4784,"Nov 7","disgusting"
"4785",4785,"Nov 7","witch"
"4786",4786,"Nov 7","hunt"
"4787",4787,"Nov 7","led"
"4788",4788,"Nov 7","by"
"4789",4789,"Nov 7","17"
"4790",4790,"Nov 7","angry"
"4791",4791,"Nov 7","democrats"
"4792",4792,"Nov 7","is"
"4793",4793,"Nov 7","all"
"4794",4794,"Nov 7","about"
"4795",4795,"Nov 7","in"
"4796",4796,"Nov 7","all"
"4797",4797,"Nov 7","fairness"
"4798",4798,"Nov 7","nancy"
"4799",4799,"Nov 7","pelosi"
"4800",4800,"Nov 7","deserves"
"4801",4801,"Nov 7","to"
"4802",4802,"Nov 7","be"
"4803",4803,"Nov 7","chosen"
"4804",4804,"Nov 7","speaker"
"4805",4805,"Nov 7","of"
"4806",4806,"Nov 7","the"
"4807",4807,"Nov 7","house"
"4808",4808,"Nov 7","by"
"4809",4809,"Nov 7","the"
"4810",4810,"Nov 7","democrats"
"4811",4811,"Nov 7","if"
"4812",4812,"Nov 7","they"
"4813",4813,"Nov 7","give"
"4814",4814,"Nov 7","her"
"4815",4815,"Nov 7","a"
"4816",4816,"Nov 7","hard"
"4817",4817,"Nov 7","time"
"4818",4818,"Nov 7","perhaps"
"4819",4819,"Nov 7","we"
"4820",4820,"Nov 7","will"
"4821",4821,"Nov 7","add"
"4822",4822,"Nov 7","some"
"4823",4823,"Nov 7","republican"
"4824",4824,"Nov 7","votes"
"4825",4825,"Nov 7","she"
"4826",4826,"Nov 7","has"
"4827",4827,"Nov 7","earned"
"4828",4828,"Nov 7","this"
"4829",4829,"Nov 7","great"
"4830",4830,"Nov 7","honor"
"4831",4831,"Nov 7","if"
"4832",4832,"Nov 7","the"
"4833",4833,"Nov 7","democrats"
"4834",4834,"Nov 7","think"
"4835",4835,"Nov 7","they"
"4836",4836,"Nov 7","are"
"4837",4837,"Nov 7","going"
"4838",4838,"Nov 7","to"
"4839",4839,"Nov 7","waste"
"4840",4840,"Nov 7","taxpayer"
"4841",4841,"Nov 7","money"
"4842",4842,"Nov 7","investigating"
"4843",4843,"Nov 7","us"
"4844",4844,"Nov 7","at"
"4845",4845,"Nov 7","the"
"4846",4846,"Nov 7","house"
"4847",4847,"Nov 7","level"
"4848",4848,"Nov 7","then"
"4849",4849,"Nov 7","we"
"4850",4850,"Nov 7","will"
"4851",4851,"Nov 7","likewise"
"4852",4852,"Nov 7","be"
"4853",4853,"Nov 7","forced"
"4854",4854,"Nov 7","to"
"4855",4855,"Nov 7","consider"
"4856",4856,"Nov 7","investigating"
"4857",4857,"Nov 7","them"
"4858",4858,"Nov 7","for"
"4859",4859,"Nov 7","all"
"4860",4860,"Nov 7","of"
"4861",4861,"Nov 7","the"
"4862",4862,"Nov 7","leaks"
"4863",4863,"Nov 7","of"
"4864",4864,"Nov 7","classified"
"4865",4865,"Nov 7","information"
"4866",4866,"Nov 7","and"
"4867",4867,"Nov 7","much"
"4868",4868,"Nov 7","else"
"4869",4869,"Nov 7","at"
"4870",4870,"Nov 7","the"
"4871",4871,"Nov 7","senate"
"4872",4872,"Nov 7","level"
"4873",4873,"Nov 7","two"
"4874",4874,"Nov 7","can"
"4875",4875,"Nov 7","play"
"4876",4876,"Nov 7","that"
"4877",4877,"Nov 7","game"
"4878",4878,"Nov 7","to"
"4879",4879,"Nov 7","any"
"4880",4880,"Nov 7","of"
"4881",4881,"Nov 7","the"
"4882",4882,"Nov 7","pundits"
"4883",4883,"Nov 7","or"
"4884",4884,"Nov 7","talking"
"4885",4885,"Nov 7","heads"
"4886",4886,"Nov 7","that"
"4887",4887,"Nov 7","do"
"4888",4888,"Nov 7","not"
"4889",4889,"Nov 7","give"
"4890",4890,"Nov 7","us"
"4891",4891,"Nov 7","proper"
"4892",4892,"Nov 7","credit"
"4893",4893,"Nov 7","for"
"4894",4894,"Nov 7","this"
"4895",4895,"Nov 7","great"
"4896",4896,"Nov 7","midterm"
"4897",4897,"Nov 7","election"
"4898",4898,"Nov 7","just"
"4899",4899,"Nov 7","remember"
"4900",4900,"Nov 7","two"
"4901",4901,"Nov 7","words"
"4902",4902,"Nov 7","fake"
"4903",4903,"Nov 7","news"
"4904",4904,"Nov 7","i"
"4905",4905,"Nov 7","will"
"4906",4906,"Nov 7","be"
"4907",4907,"Nov 7","doing"
"4908",4908,"Nov 7","a"
"4909",4909,"Nov 7","news"
"4910",4910,"Nov 7","conference"
"4911",4911,"Nov 7","at"
"4912",4912,"Nov 7","the"
"4913",4913,"Nov 7","white"
"4914",4914,"Nov 7","house"
"4915",4915,"Nov 7","11"
"4916",4916,"Nov 7","30"
"4917",4917,"Nov 7","a.m"
"4918",4918,"Nov 7","will"
"4919",4919,"Nov 7","be"
"4920",4920,"Nov 7","discussing"
"4921",4921,"Nov 7","our"
"4922",4922,"Nov 7","success"
"4923",4923,"Nov 7","in"
"4924",4924,"Nov 7","the"
"4925",4925,"Nov 7","midterms"
"4926",4926,"Nov 7","those"
"4927",4927,"Nov 7","that"
"4928",4928,"Nov 7","worked"
"4929",4929,"Nov 7","with"
"4930",4930,"Nov 7","me"
"4931",4931,"Nov 7","in"
"4932",4932,"Nov 7","this"
"4933",4933,"Nov 7","incredible"
"4934",4934,"Nov 7","midterm"
"4935",4935,"Nov 7","election"
"4936",4936,"Nov 7","embracing"
"4937",4937,"Nov 7","certain"
"4938",4938,"Nov 7","policies"
"4939",4939,"Nov 7","and"
"4940",4940,"Nov 7","principles"
"4941",4941,"Nov 7","did"
"4942",4942,"Nov 7","very"
"4943",4943,"Nov 7","well"
"4944",4944,"Nov 7","those"
"4945",4945,"Nov 7","that"
"4946",4946,"Nov 7","did"
"4947",4947,"Nov 7","not"
"4948",4948,"Nov 7","say"
"4949",4949,"Nov 7","goodbye"
"4950",4950,"Nov 7","yesterday"
"4951",4951,"Nov 7","was"
"4952",4952,"Nov 7","such"
"4953",4953,"Nov 7","a"
"4954",4954,"Nov 7","very"
"4955",4955,"Nov 7","big"
"4956",4956,"Nov 7","win"
"4957",4957,"Nov 7","and"
"4958",4958,"Nov 7","all"
"4959",4959,"Nov 7","under"
"4960",4960,"Nov 7","the"
"4961",4961,"Nov 7","pressure"
"4962",4962,"Nov 7","of"
"4963",4963,"Nov 7","a"
"4964",4964,"Nov 7","nasty"
"4965",4965,"Nov 7","and"
"4966",4966,"Nov 7","hostile"
"4967",4967,"Nov 7","media"
"4968",4968,"Nov 7","ron"
"4969",4969,"Nov 7","desantis"
"4970",4970,"Nov 7","showed"
"4971",4971,"Nov 7","great"
"4972",4972,"Nov 7","courage"
"4973",4973,"Nov 7","in"
"4974",4974,"Nov 7","his"
"4975",4975,"Nov 7","hard"
"4976",4976,"Nov 7","fought"
"4977",4977,"Nov 7","campaign"
"4978",4978,"Nov 7","to"
"4979",4979,"Nov 7","become"
"4980",4980,"Nov 7","the"
"4981",4981,"Nov 7","governor"
"4982",4982,"Nov 7","of"
"4983",4983,"Nov 7","florida"
"4984",4984,"Nov 7","congratulations"
"4985",4985,"Nov 7","to"
"4986",4986,"Nov 7","ron"
"4987",4987,"Nov 7","and"
"4988",4988,"Nov 7","family"
"4989",4989,"Nov 7","received"
"4990",4990,"Nov 7","so"
"4991",4991,"Nov 7","many"
"4992",4992,"Nov 7","congratulations"
"4993",4993,"Nov 7","from"
"4994",4994,"Nov 7","so"
"4995",4995,"Nov 7","many"
"4996",4996,"Nov 7","on"
"4997",4997,"Nov 7","our"
"4998",4998,"Nov 7","big"
"4999",4999,"Nov 7","victory"
"5000",5000,"Nov 7","last"
"5001",5001,"Nov 7","night"
"5002",5002,"Nov 7","including"
"5003",5003,"Nov 7","from"
"5004",5004,"Nov 7","foreign"
"5005",5005,"Nov 7","nations"
"5006",5006,"Nov 7","friends"
"5007",5007,"Nov 7","that"
"5008",5008,"Nov 7","were"
"5009",5009,"Nov 7","waiting"
"5010",5010,"Nov 7","me"
"5011",5011,"Nov 7","out"
"5012",5012,"Nov 7","and"
"5013",5013,"Nov 7","hoping"
"5014",5014,"Nov 7","on"
"5015",5015,"Nov 7","trade"
"5016",5016,"Nov 7","deals"
"5017",5017,"Nov 7","now"
"5018",5018,"Nov 7","we"
"5019",5019,"Nov 7","can"
"5020",5020,"Nov 7","all"
"5021",5021,"Nov 7","get"
"5022",5022,"Nov 7","back"
"5023",5023,"Nov 7","to"
"5024",5024,"Nov 7","work"
"5025",5025,"Nov 7","and"
"5026",5026,"Nov 7","get"
"5027",5027,"Nov 7","things"
"5028",5028,"Nov 7","done"
"5029",5029,"Nov 6","davidasmanfox"
"5030",5030,"Nov 6","how"
"5031",5031,"Nov 6","do"
"5032",5032,"Nov 6","the"
"5033",5033,"Nov 6","democrats"
"5034",5034,"Nov 6","respond"
"5035",5035,"Nov 6","to"
"5036",5036,"Nov 6","this"
"5037",5037,"Nov 6","think"
"5038",5038,"Nov 6","of"
"5039",5039,"Nov 6","how"
"5040",5040,"Nov 6","his"
"5041",5041,"Nov 6","position"
"5042",5042,"Nov 6","with"
"5043",5043,"Nov 6","republicans"
"5044",5044,"Nov 6","improves"
"5045",5045,"Nov 6","all"
"5046",5046,"Nov 6","the"
"5047",5047,"Nov 6","candidates"
"5048",5048,"Nov 6","who"
"5049",5049,"Nov 6","won"
"5050",5050,"Nov 6","tonight"
"5051",5051,"Nov 6","they"
"5052",5052,"Nov 6","realize"
"5053",5053,"Nov 6","how"
"5054",5054,"Nov 6","important"
"5055",5055,"Nov 6","he"
"5056",5056,"Nov 6","is"
"5057",5057,"Nov 6","because"
"5058",5058,"Nov 6","of"
"5059",5059,"Nov 6","what"
"5060",5060,"Nov 6","he"
"5061",5061,"Nov 6","did"
"5062",5062,"Nov 6","in"
"5063",5063,"Nov 6","campaigning"
"5064",5064,"Nov 6","for"
"5065",5065,"Nov 6","them"
"5066",5066,"Nov 6","they"
"5067",5067,"Nov 6","owe"
"5068",5068,"Nov 6","him"
"5069",5069,"Nov 6","their"
"5070",5070,"Nov 6","political"
"5071",5071,"Nov 6","career"
"5072",5072,"Nov 6","thanks"
"5073",5073,"Nov 6","i"
"5074",5074,"Nov 6","agree"
"5075",5075,"Nov 6","unbelievably"
"5076",5076,"Nov 6","lucky"
"5077",5077,"Nov 6","to"
"5078",5078,"Nov 6","have"
"5079",5079,"Nov 6","him"
"5080",5080,"Nov 6","and"
"5081",5081,"Nov 6","i’m"
"5082",5082,"Nov 6","just"
"5083",5083,"Nov 6","awed"
"5084",5084,"Nov 6","at"
"5085",5085,"Nov 6","how"
"5086",5086,"Nov 6","well"
"5087",5087,"Nov 6","they’ve"
"5088",5088,"Nov 6","done"
"5089",5089,"Nov 6","it’s"
"5090",5090,"Nov 6","all"
"5091",5091,"Nov 6","the"
"5092",5092,"Nov 6","trump"
"5093",5093,"Nov 6","magic"
"5094",5094,"Nov 6","trump"
"5095",5095,"Nov 6","is"
"5096",5096,"Nov 6","the"
"5097",5097,"Nov 6","magic"
"5098",5098,"Nov 6","man"
"5099",5099,"Nov 6","incredible"
"5100",5100,"Nov 6","he’s"
"5101",5101,"Nov 6","got"
"5102",5102,"Nov 6","the"
"5103",5103,"Nov 6","entire"
"5104",5104,"Nov 6","media"
"5105",5105,"Nov 6","against"
"5106",5106,"Nov 6","him"
"5107",5107,"Nov 6","attacking"
"5108",5108,"Nov 6","him"
"5109",5109,"Nov 6","every"
"5110",5110,"Nov 6","day"
"5111",5111,"Nov 6","and"
"5112",5112,"Nov 6","he"
"5113",5113,"Nov 6","pulls"
"5114",5114,"Nov 6","out"
"5115",5115,"Nov 6","these"
"5116",5116,"Nov 6","enormous"
"5117",5117,"Nov 6","wins"
"5118",5118,"Nov 6","ben"
"5119",5119,"Nov 6","stein"
"5120",5120,"Nov 6","the"
"5121",5121,"Nov 6","capitalist"
"5122",5122,"Nov 6","code"
"5123",5123,"Nov 6","there’s"
"5124",5124,"Nov 6","only"
"5125",5125,"Nov 6","been"
"5126",5126,"Nov 6","5"
"5127",5127,"Nov 6","times"
"5128",5128,"Nov 6","in"
"5129",5129,"Nov 6","the"
"5130",5130,"Nov 6","last"
"5131",5131,"Nov 6","105"
"5132",5132,"Nov 6","years"
"5133",5133,"Nov 6","that"
"5134",5134,"Nov 6","an"
"5135",5135,"Nov 6","incumbent"
"5136",5136,"Nov 6","president"
"5137",5137,"Nov 6","has"
"5138",5138,"Nov 6","won"
"5139",5139,"Nov 6","seats"
"5140",5140,"Nov 6","in"
"5141",5141,"Nov 6","the"
"5142",5142,"Nov 6","senate"
"5143",5143,"Nov 6","in"
"5144",5144,"Nov 6","the"
"5145",5145,"Nov 6","off"
"5146",5146,"Nov 6","year"
"5147",5147,"Nov 6","election"
"5148",5148,"Nov 6","mr"
"5149",5149,"Nov 6","trump"
"5150",5150,"Nov 6","has"
"5151",5151,"Nov 6","magic"
"5152",5152,"Nov 6","about"
"5153",5153,"Nov 6","him"
"5154",5154,"Nov 6","this"
"5155",5155,"Nov 6","guy"
"5156",5156,"Nov 6","has"
"5157",5157,"Nov 6","magic"
"5158",5158,"Nov 6","coming"
"5159",5159,"Nov 6","out"
"5160",5160,"Nov 6","of"
"5161",5161,"Nov 6","his"
"5162",5162,"Nov 6","ears"
"5163",5163,"Nov 6","he"
"5164",5164,"Nov 6","is"
"5165",5165,"Nov 6","an"
"5166",5166,"Nov 6","astonishing"
"5167",5167,"Nov 6","vote"
"5168",5168,"Nov 6","getter"
"5169",5169,"Nov 6","campaigner"
"5170",5170,"Nov 6","the"
"5171",5171,"Nov 6","republicans"
"5172",5172,"Nov 6","are"
"5173",5173,"Nov 6","tremendous"
"5174",5174,"Nov 6","success"
"5175",5175,"Nov 6","tonight"
"5176",5176,"Nov 6","thank"
"5177",5177,"Nov 6","you"
"5178",5178,"Nov 6","to"
"5179",5179,"Nov 6","all"
"5180",5180,"Nov 6","congressman"
"5181",5181,"Nov 6","randy"
"5182",5182,"Nov 6","hultgren"
"5183",5183,"Nov 6","r"
"5184",5184,"Nov 6","of"
"5185",5185,"Nov 6","illinois"
"5186",5186,"Nov 6","is"
"5187",5187,"Nov 6","doing"
"5188",5188,"Nov 6","a"
"5189",5189,"Nov 6","great"
"5190",5190,"Nov 6","job"
"5191",5191,"Nov 6","get"
"5192",5192,"Nov 6","out"
"5193",5193,"Nov 6","and"
"5194",5194,"Nov 6","vote"
"5195",5195,"Nov 6","for"
"5196",5196,"Nov 6","randy"
"5197",5197,"Nov 6","total"
"5198",5198,"Nov 6","endorsement"
"5199",5199,"Nov 6","florida"
"5200",5200,"Nov 6","very"
"5201",5201,"Nov 6","important"
"5202",5202,"Nov 6","get"
"5203",5203,"Nov 6","out"
"5204",5204,"Nov 6","and"
"5205",5205,"Nov 6","vote"
"5206",5206,"Nov 6","for"
"5207",5207,"Nov 6","florida"
"5208",5208,"Nov 6","congressional"
"5209",5209,"Nov 6","candidate"
"5210",5210,"Nov 6","michael"
"5211",5211,"Nov 6","waltz"
"5212",5212,"Nov 6","r"
"5213",5213,"Nov 6","he"
"5214",5214,"Nov 6","has"
"5215",5215,"Nov 6","my"
"5216",5216,"Nov 6","strong"
"5217",5217,"Nov 6","endorsement"
"5218",5218,"Nov 6","epstein"
"5219",5219,"Nov 6","all"
"5220",5220,"Nov 6","the"
"5221",5221,"Nov 6","way"
"5222",5222,"Nov 6","in"
"5223",5223,"Nov 6","michigan"
"5224",5224,"Nov 6","house"
"5225",5225,"Nov 6","11"
"5226",5226,"Nov 6","she"
"5227",5227,"Nov 6","is"
"5228",5228,"Nov 6","a"
"5229",5229,"Nov 6","wonderful"
"5230",5230,"Nov 6","person"
"5231",5231,"Nov 6","and"
"5232",5232,"Nov 6","at"
"5233",5233,"Nov 6","the"
"5234",5234,"Nov 6","same"
"5235",5235,"Nov 6","time"
"5236",5236,"Nov 6","a"
"5237",5237,"Nov 6","real"
"5238",5238,"Nov 6","fighter"
"5239",5239,"Nov 6","has"
"5240",5240,"Nov 6","my"
"5241",5241,"Nov 6","strong"
"5242",5242,"Nov 6","endorsement"
"5243",5243,"Nov 6","vote"
"5244",5244,"Nov 6","red"
"5245",5245,"Nov 6","maga"
"5246",5246,"Nov 6","http"
"5247",5247,"Nov 6","vote.gop"
"5248",5248,"Nov 6","pic.twitter.com"
"5249",5249,"Nov 6","ncvdcap8lz"
"5250",5250,"Nov 6","bob"
"5251",5251,"Nov 6","hugin"
"5252",5252,"Nov 6","successful"
"5253",5253,"Nov 6","all"
"5254",5254,"Nov 6","of"
"5255",5255,"Nov 6","his"
"5256",5256,"Nov 6","life"
"5257",5257,"Nov 6","would"
"5258",5258,"Nov 6","be"
"5259",5259,"Nov 6","a"
"5260",5260,"Nov 6","great"
"5261",5261,"Nov 6","senator"
"5262",5262,"Nov 6","from"
"5263",5263,"Nov 6","new"
"5264",5264,"Nov 6","jersey"
"5265",5265,"Nov 6","he"
"5266",5266,"Nov 6","has"
"5267",5267,"Nov 6","my"
"5268",5268,"Nov 6","complete"
"5269",5269,"Nov 6","and"
"5270",5270,"Nov 6","total"
"5271",5271,"Nov 6","endorsement"
"5272",5272,"Nov 6","get"
"5273",5273,"Nov 6","out"
"5274",5274,"Nov 6","and"
"5275",5275,"Nov 6","vote"
"5276",5276,"Nov 6","for"
"5277",5277,"Nov 6","bob"
"5278",5278,"Nov 6","polling"
"5279",5279,"Nov 6","locations:http"
"5280",5280,"Nov 6","vote.gop"
"5281",5281,"Nov 2","fantastic"
"5282",5282,"Nov 2","magarallyin"
"5283",5283,"Nov 2","west"
"5284",5284,"Nov 2","virginia"
"5285",5285,"Nov 2","thank"
"5286",5286,"Nov 2","you"
"5287",5287,"Nov 2","everyone"
"5288",5288,"Nov 2","get"
"5289",5289,"Nov 2","out"
"5290",5290,"Nov 2","and"
"5291",5291,"Nov 2","vote"
"5292",5292,"Nov 2","for"
"5293",5293,"Nov 2","patrick"
"5294",5294,"Nov 2","morriseywv"
"5295",5295,"Nov 2","and"
"5296",5296,"Nov 2","carolmillerwv"
"5297",5297,"Nov 2","https"
"5298",5298,"Nov 2","www.pscp.tv"
"5299",5299,"Nov 2","w"
"5300",5300,"Nov 2","bqy8xdfvtlfstfjub1dwuxd8mu1ueg5ould5vlz4t_w8k64y7vc1z0mc"
"5301",5301,"Nov 2","dfnomsgflluvd1znwufork3xbag"
"5302",5302,"Nov 2","t"
"5303",5303,"Nov 2","1s"
"5304",5304,"Nov 3","indiana"
"5305",5305,"Nov 3","rally"
"5306",5306,"Nov 3","and"
"5307",5307,"Nov 3","coach"
"5308",5308,"Nov 3","bobby"
"5309",5309,"Nov 3","knight"
"5310",5310,"Nov 3","were"
"5311",5311,"Nov 3","incredible"
"5312",5312,"Nov 3","last"
"5313",5313,"Nov 3","night"
"5314",5314,"Nov 3","packed"
"5315",5315,"Nov 3","house"
"5316",5316,"Nov 3","in"
"5317",5317,"Nov 3","honor"
"5318",5318,"Nov 3","of"
"5319",5319,"Nov 3","mike"
"5320",5320,"Nov 3","braun"
"5321",5321,"Nov 3","for"
"5322",5322,"Nov 3","senate"
"5323",5323,"Nov 3","mike"
"5324",5324,"Nov 3","will"
"5325",5325,"Nov 3","be"
"5326",5326,"Nov 3","a"
"5327",5327,"Nov 3","great"
"5328",5328,"Nov 3","senator"
"5329",5329,"Nov 3","don’t"
"5330",5330,"Nov 3","forget"
"5331",5331,"Nov 3","to"
"5332",5332,"Nov 3","vote"
"5333",5333,"Nov 3","get"
"5334",5334,"Nov 3","out"
"5335",5335,"Nov 3","and"
"5336",5336,"Nov 3","vote"
"5337",5337,"Nov 3","for"
"5338",5338,"Nov 3","deanheller"
"5339",5339,"Nov 3","https"
"5340",5340,"Nov 3","twitter.com"
"5341",5341,"Nov 3","ivankatrump"
"5342",5342,"Nov 3","status"
"5343",5343,"Nov 3","1058049612924313601"
"5344",5344,"Nov 3","new"
"5345",5345,"Nov 3","york"
"5346",5346,"Nov 3","get"
"5347",5347,"Nov 3","out"
"5348",5348,"Nov 3","and"
"5349",5349,"Nov 3","vote"
"5350",5350,"Nov 3","for"
"5351",5351,"Nov 3","johnfasony"
"5352",5352,"Nov 3","a"
"5353",5353,"Nov 3","great"
"5354",5354,"Nov 3","and"
"5355",5355,"Nov 3","hardworking"
"5356",5356,"Nov 3","congressman"
"5357",5357,"Nov 3","we"
"5358",5358,"Nov 3","need"
"5359",5359,"Nov 3","john’s"
"5360",5360,"Nov 3","voice"
"5361",5361,"Nov 3","in"
"5362",5362,"Nov 3","d.c"
"5363",5363,"Nov 3","his"
"5364",5364,"Nov 3","opponent"
"5365",5365,"Nov 3","just"
"5366",5366,"Nov 3","moved"
"5367",5367,"Nov 3","to"
"5368",5368,"Nov 3","the"
"5369",5369,"Nov 3","area"
"5370",5370,"Nov 3","is"
"5371",5371,"Nov 3","pro"
"5372",5372,"Nov 3","iran"
"5373",5373,"Nov 3","and"
"5374",5374,"Nov 3","anti"
"5375",5375,"Nov 3","israel"
"5376",5376,"Nov 3","vote"
"5377",5377,"Nov 3","for"
"5378",5378,"Nov 3","john"
"5379",5379,"Nov 3","has"
"5380",5380,"Nov 3","my"
"5381",5381,"Nov 3","strong"
"5382",5382,"Nov 3","endorsement"
"5383",5383,"Nov 3","if"
"5384",5384,"Nov 3","chuck"
"5385",5385,"Nov 3","schumer"
"5386",5386,"Nov 3","and"
"5387",5387,"Nov 3","nancy"
"5388",5388,"Nov 3","pelosi"
"5389",5389,"Nov 3","gain"
"5390",5390,"Nov 3","the"
"5391",5391,"Nov 3","majority"
"5392",5392,"Nov 3","they"
"5393",5393,"Nov 3","will"
"5394",5394,"Nov 3","try"
"5395",5395,"Nov 3","to"
"5396",5396,"Nov 3","raise"
"5397",5397,"Nov 3","your"
"5398",5398,"Nov 3","taxes"
"5399",5399,"Nov 3","restore"
"5400",5400,"Nov 3","job"
"5401",5401,"Nov 3","killing"
"5402",5402,"Nov 3","regulations"
"5403",5403,"Nov 3","shut"
"5404",5404,"Nov 3","down"
"5405",5405,"Nov 3","your"
"5406",5406,"Nov 3","coal"
"5407",5407,"Nov 3","mines"
"5408",5408,"Nov 3","and"
"5409",5409,"Nov 3","timber"
"5410",5410,"Nov 3","mills"
"5411",5411,"Nov 3","take"
"5412",5412,"Nov 3","away"
"5413",5413,"Nov 3","your"
"5414",5414,"Nov 3","healthcare"
"5415",5415,"Nov 3","impose"
"5416",5416,"Nov 3","socialism"
"5417",5417,"Nov 3","and"
"5418",5418,"Nov 3","erase"
"5419",5419,"Nov 3","your"
"5420",5420,"Nov 3","borders"
"5421",5421,"Nov 3","vote"
"5422",5422,"Nov 3","for"
"5423",5423,"Nov 3","mattformontana"
"5424",5424,"Nov 3","and"
"5425",5425,"Nov 3","gregformontana"
"5426",5426,"Nov 3","pic.twitter.com"
"5427",5427,"Nov 3","adncqky7qd"
"5428",5428,"Nov 3","arizona"
"5429",5429,"Nov 3","is"
"5430",5430,"Nov 3","such"
"5431",5431,"Nov 3","a"
"5432",5432,"Nov 3","great"
"5433",5433,"Nov 3","state"
"5434",5434,"Nov 3","but"
"5435",5435,"Nov 3","it"
"5436",5436,"Nov 3","needs"
"5437",5437,"Nov 3","border"
"5438",5438,"Nov 3","security"
"5439",5439,"Nov 3","which"
"5440",5440,"Nov 3","marthamcsally"
"5441",5441,"Nov 3","will"
"5442",5442,"Nov 3","provide"
"5443",5443,"Nov 3","and"
"5444",5444,"Nov 3","krysten"
"5445",5445,"Nov 3","sinema"
"5446",5446,"Nov 3","doesn’t"
"5447",5447,"Nov 3","even"
"5448",5448,"Nov 3","think"
"5449",5449,"Nov 3","about"
"5450",5450,"Nov 3","if"
"5451",5451,"Nov 3","it"
"5452",5452,"Nov 3","were"
"5453",5453,"Nov 3","up"
"5454",5454,"Nov 3","to"
"5455",5455,"Nov 3","sinema"
"5456",5456,"Nov 3","drugs"
"5457",5457,"Nov 3","crime"
"5458",5458,"Nov 3","and"
"5459",5459,"Nov 3","illegal"
"5460",5460,"Nov 3","traffic"
"5461",5461,"Nov 3","will"
"5462",5462,"Nov 3","be"
"5463",5463,"Nov 3","flowing"
"5464",5464,"Nov 3","into"
"5465",5465,"Nov 3","arizona"
"5466",5466,"Nov 3","at"
"5467",5467,"Nov 3","an"
"5468",5468,"Nov 3","ever"
"5469",5469,"Nov 3","increasing"
"5470",5470,"Nov 3","pace"
"5471",5471,"Nov 3","vote"
"5472",5472,"Nov 3","for"
"5473",5473,"Nov 3","martha"
"5474",5474,"Nov 3","rumor"
"5475",5475,"Nov 3","has"
"5476",5476,"Nov 3","it"
"5477",5477,"Nov 3","that"
"5478",5478,"Nov 3","senator"
"5479",5479,"Nov 3","joe"
"5480",5480,"Nov 3","donnelly"
"5481",5481,"Nov 3","of"
"5482",5482,"Nov 3","indiana"
"5483",5483,"Nov 3","is"
"5484",5484,"Nov 3","paying"
"5485",5485,"Nov 3","for"
"5486",5486,"Nov 3","facebook"
"5487",5487,"Nov 3","ads"
"5488",5488,"Nov 3","for"
"5489",5489,"Nov 3","his"
"5490",5490,"Nov 3","so"
"5491",5491,"Nov 3","called"
"5492",5492,"Nov 3","opponent"
"5493",5493,"Nov 3","on"
"5494",5494,"Nov 3","the"
"5495",5495,"Nov 3","libertarian"
"5496",5496,"Nov 3","ticket"
"5497",5497,"Nov 3","donnelly"
"5498",5498,"Nov 3","is"
"5499",5499,"Nov 3","trying"
"5500",5500,"Nov 3","to"
